PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32846275","Female mice are resilient to age-related decline of substantia nigra dopamine neuron firing parameters","Howell RD, Dominguez-Lopez S, Ocañas SR, Freeman WM, Beckstead MJ.","Neurobiol Aging. 2020 Nov;95:195-204. doi: 10.1016/j.neurobiolaging.2020.07.025. Epub 2020 Aug 3.","Howell RD","Neurobiol Aging","2020","2020/08/27","PMC7606778","NIHMS1623719","10.1016/j.neurobiolaging.2020.07.025"
"24730717","Long-term lithium treatment reduces glucose metabolism in the cerebellum and hippocampus of nondemented older adults: an [¹⁸F]FDG-PET study","Forlenza OV, Coutinho AM, Aprahamian I, Prando S, Mendes LL, Diniz BS, Gattaz WF, Buchpiguel CA.","ACS Chem Neurosci. 2014 Jun 18;5(6):484-9. doi: 10.1021/cn5000315. Epub 2014 Apr 29.","Forlenza OV","ACS Chem Neurosci","2014","2014/04/16","PMC4063507","","10.1021/cn5000315"
"27827914","New Typical Vector of Neurotoxin β-N-Methylamino-l-Alanine (BMAA) in the Marine Benthic Ecosystem","Li A, Song J, Hu Y, Deng L, Ding L, Li M.","Mar Drugs. 2016 Nov 4;14(11):202. doi: 10.3390/md14110202.","Li A","Mar Drugs","2016","2016/11/10","PMC5128745","","10.3390/md14110202"
"30563578","EriB targeted inhibition of microglia activity attenuates MPP(+) induced DA neuron injury through the NF-κB signaling pathway","Dou F, Chu X, Zhang B, Liang L, Lu G, Ding J, Chen S.","Mol Brain. 2018 Dec 18;11(1):75. doi: 10.1186/s13041-018-0418-z.","Dou F","Mol Brain","2018","2018/12/20","PMC6299497","","10.1186/s13041-018-0418-z"
"33148438","Probiotic Clostridium butyricum ameliorated motor deficits in a mouse model of Parkinson's disease via gut microbiota-GLP-1 pathway","Sun J, Li H, Jin Y, Yu J, Mao S, Su KP, Ling Z, Liu J.","Brain Behav Immun. 2021 Jan;91:703-715. doi: 10.1016/j.bbi.2020.10.014. Epub 2020 Oct 24.","Sun J","Brain Behav Immun","2021","2020/11/05","","","10.1016/j.bbi.2020.10.014"
"25522381","Effects of pubertal cannabinoid administration on attentional set-shifting and dopaminergic hyper-responsivity in a developmental disruption model of schizophrenia","Gomes FV, Guimarães FS, Grace AA.","Int J Neuropsychopharmacol. 2014 Dec 13;18(2):pyu018. doi: 10.1093/ijnp/pyu018.","Gomes FV","Int J Neuropsychopharmacol","2014","2014/12/19","PMC4368886","NIHMS695144","10.1093/ijnp/pyu018"
"15495240","The cytoskeleton in neurodegenerative diseases","Cairns NJ, Lee VM, Trojanowski JQ.","J Pathol. 2004 Nov;204(4):438-49. doi: 10.1002/path.1650.","Cairns NJ","J Pathol","2004","2004/10/21","PMC3011821","NIHMS6724","10.1002/path.1650"
"33213844","Caffeine-related effects on cognitive performance: Roles of apoptosis in rat hippocampus following sleep deprivation","Xie G, Huang X, Li H, Wang P, Huang P.","Biochem Biophys Res Commun. 2021 Jan 1;534:632-638. doi: 10.1016/j.bbrc.2020.11.029. Epub 2020 Nov 17.","Xie G","Biochem Biophys Res Commun","2021","2020/11/20","","","10.1016/j.bbrc.2020.11.029"
"34475377","Genome-wide association study of frontotemporal dementia identifies a C9ORF72 haplotype with a median of 12-G4C2 repeats that predisposes to pathological repeat expansions","Reus LM, Jansen IE, Mol MO, van Ruissen F, van Rooij J, van Schoor NM, Tesi N, Reinders MJT, Huisman MA, Holstege H, Visser PJ, de Boer SCM, Hulsman M, Ahmad S, Amin N, Uitterlinden AG, Ikram A, van Duijn CM, Seelaar H, Ramakers IHGB, Verhey FRJ, van der Lugt A, Claassen JAHR, Jan Biessels G, De Deyn PP, Scheltens P, van der Flier WM, van Swieten JC, Pijnenburg YAL, van der Lee SJ.","Transl Psychiatry. 2021 Sep 2;11(1):451. doi: 10.1038/s41398-021-01577-3.","Reus LM","Transl Psychiatry","2021","2021/09/03","PMC8413318","","10.1038/s41398-021-01577-3"
"26477982","The impact of combined administration of paraquat and maneb on motor and non-motor functions in the rat","Tinakoua A, Bouabid S, Faggiani E, De Deurwaerdère P, Lakhdar-Ghazal N, Benazzouz A.","Neuroscience. 2015 Dec 17;311:118-29. doi: 10.1016/j.neuroscience.2015.10.021. Epub 2015 Oct 20.","Tinakoua A","Neuroscience","2015","2015/10/20","","","10.1016/j.neuroscience.2015.10.021"
"24637259","Minocycline mitigates motor impairments and cortical neuronal loss induced by focal ischemia in rats chronically exposed to ethanol during adolescence","Oliveira GB, Fontes Ede A Jr, de Carvalho S, da Silva JB, Fernandes LM, Oliveira MC, Prediger RD, Gomes-Leal W, Lima RR, Maia CS.","Brain Res. 2014 May 2;1561:23-34. doi: 10.1016/j.brainres.2014.03.005. Epub 2014 Mar 15.","Oliveira GB","Brain Res","2014","2014/03/19","","","10.1016/j.brainres.2014.03.005"
"29082554","Sleep fragmentation and Parkinson's disease pathology in older adults without Parkinson's disease","Sohail S, Yu L, Schneider JA, Bennett DA, Buchman AS, Lim ASP.","Mov Disord. 2017 Dec;32(12):1729-1737. doi: 10.1002/mds.27200. Epub 2017 Oct 30.","Sohail S","Mov Disord","2017","2017/10/31","PMC5778902","NIHMS907701","10.1002/mds.27200"
"31217043","Genetic Variation in the Ontario Neurodegenerative Disease Research Initiative","Dilliott AA, Evans EC, Farhan SMK, Ghani M, Sato C, Zhang M, McIntyre AD, Cao H, Racacho L, Robinson JF, Strong MJ, Masellis M, Bulman DE, Rogaeva E, Black SE, Finger E, Frank A, Freedman M, Hassan A, Lang A, Shoesmith CL, Swartz RH, Tang-Wai D, Tartaglia MC, Turnbull J, Zinman L; ONDRI Investigators, Hegele RA.","Can J Neurol Sci. 2019 Sep;46(5):491-498. doi: 10.1017/cjn.2019.228. Epub 2019 Aug 15.","Dilliott AA","Can J Neurol Sci","2019","2019/06/21","","","10.1017/cjn.2019.228"
"31920948","The Challenge and Opportunity to Diagnose Parkinson's Disease in Midlife","Kilzheimer A, Hentrich T, Burkhardt S, Schulze-Hentrich JM.","Front Neurol. 2019 Dec 17;10:1328. doi: 10.3389/fneur.2019.01328. eCollection 2019.","Kilzheimer A","Front Neurol","2019","2020/01/11","PMC6928126","","10.3389/fneur.2019.01328"
"32965888","Electrodiagnostic Evaluation Of Acute Inflammatory Demyelinating Polyneuropathy","Huynh R, Rocha Cabrero F.","2021 Sep 28. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2022 Jan–.","Huynh RRocha Cabrero F","StatPearls","2022","2021/09/28","","",""
"34066949","Epigenetic Regulation of Neuroinflammation in Parkinson's Disease","Rasheed M, Liang J, Wang C, Deng Y, Chen Z.","Int J Mol Sci. 2021 May 7;22(9):4956. doi: 10.3390/ijms22094956.","Rasheed M","Int J Mol Sci","2021","2021/06/02","PMC8125491","","10.3390/ijms22094956"
"32239343","Migrainous facial palsy (MFP): the introduction of a new concept of neurovascular conflict and its preliminary clinical evidence","Bhatjiwale M, Bhatjiwale M.","Neurol Sci. 2020 Sep;41(9):2547-2552. doi: 10.1007/s10072-020-04370-0. Epub 2020 Apr 1.","Bhatjiwale M","Neurol Sci","2020","2020/04/03","","","10.1007/s10072-020-04370-0"
"31981622","Mechanistic models to guide redox investigations and interventions in musculoskeletal ageing","Jackson MJ.","Free Radic Biol Med. 2020 Mar;149:2-7. doi: 10.1016/j.freeradbiomed.2020.01.020. Epub 2020 Jan 23.","Jackson MJ","Free Radic Biol Med","2020","2020/01/26","","","10.1016/j.freeradbiomed.2020.01.020"
"32075681","Parkinson's disease-related Leucine-rich repeat kinase 2 modulates nuclear morphology and genomic stability in striatal projection neurons during aging","Chen X, Xie C, Tian W, Sun L, Zheng W, Hawes S, Chang L, Kung J, Ding J, Chen S, Le W, Cai H.","Mol Neurodegener. 2020 Feb 19;15(1):12. doi: 10.1186/s13024-020-00360-0.","Chen X","Mol Neurodegener","2020","2020/02/21","PMC7031993","","10.1186/s13024-020-00360-0"
"8290303","Variations in maximum amplitude of facial expressions between and within normal subjects","Neely JG, Jekel JF, Cheung JY.","Otolaryngol Head Neck Surg. 1994 Jan;110(1):60-3. doi: 10.1177/019459989411000107.","Neely JG","Otolaryngol Head Neck Surg","1994","1994/01/01","","","10.1177/019459989411000107"
"32954341","The health burden of non-communicable neurological disorders in the USA between 1990 and 2017","Bazargan-Hejazi S, Dehghan K, Edwards C, Mohammadi N, Attar S, Sahraian MA, Eskandarieh S.","Brain Commun. 2020 Jul 9;2(2):fcaa097. doi: 10.1093/braincomms/fcaa097. eCollection 2020.","Bazargan-Hejazi S","Brain Commun","2020","2020/09/21","PMC7472903","","10.1093/braincomms/fcaa097"
"23622116","Analysis of inflammation-related nigral degeneration and locomotor function in DJ-1(-/-) mice","Nguyen TA, Frank-Cannon T, Martinez TN, Ruhn KA, Marvin M, Casey B, Treviño I, Hong JJ, Goldberg MS, Tansey MG.","J Neuroinflammation. 2013 Apr 28;10:50. doi: 10.1186/1742-2094-10-50.","Nguyen TA","J Neuroinflammation","2013","2013/04/30","PMC3769147","","10.1186/1742-2094-10-50"
"23114103","Genetic analysis of the FUS/TLS gene in essential tremor","Parmalee N, Mirzozoda K, Kisselev S, Merner N, Dion P, Rouleau G, Clark L, Louis ED.","Eur J Neurol. 2013 Mar;20(3):534-539. doi: 10.1111/ene.12023. Epub 2012 Nov 1.","Parmalee N","Eur J Neurol","2013","2012/11/02","PMC4862621","NIHMS509471","10.1111/ene.12023"
"19286597","Swallowing disturbance pattern relates to brain lesion location in acute stroke patients","Steinhagen V, Grossmann A, Benecke R, Walter U.","Stroke. 2009 May;40(5):1903-6. doi: 10.1161/STROKEAHA.108.535468. Epub 2009 Mar 12.","Steinhagen V","Stroke","2009","2009/03/17","","","10.1161/STROKEAHA.108.535468"
"33778479","Effect of Action Observation Therapy in the Rehabilitation of Neurologic and Musculoskeletal Conditions: A Systematic Review","Ryan D, Fullen B, Rio E, Segurado R, Stokes D, O'Sullivan C.","Arch Rehabil Res Clin Transl. 2021 Jan 27;3(1):100106. doi: 10.1016/j.arrct.2021.100106. eCollection 2021 Mar.","Ryan D","Arch Rehabil Res Clin Transl","2021","2021/03/29","PMC7984987","","10.1016/j.arrct.2021.100106"
"28827549","Susceptible genes and disease mechanisms identified in frontotemporal dementia and frontotemporal dementia with Amyotrophic Lateral Sclerosis by DNA-methylation and GWAS","Taskesen E, Mishra A, van der Sluis S, Ferrari R; International FTD-Genomics Consortium, Veldink JH, van Es MA, Smit AB, Posthuma D, Pijnenburg Y.","Sci Rep. 2017 Aug 21;7(1):8899. doi: 10.1038/s41598-017-09320-z.","Taskesen E","Sci Rep","2017","2017/08/23","PMC5567187","","10.1038/s41598-017-09320-z"
"32968789","Variant-specific changes in persistent or resurgent sodium current in SCN8A-related epilepsy patient-derived neurons","Tidball AM, Lopez-Santiago LF, Yuan Y, Glenn TW, Margolis JL, Clayton Walker J, Kilbane EG, Miller CA, Martina Bebin E, Scott Perry M, Isom LL, Parent JM.","Brain. 2020 Oct 1;143(10):3025-3040. doi: 10.1093/brain/awaa247.","Tidball AM","Brain","2020","2020/09/24","PMC7780473","","10.1093/brain/awaa247"
"34390834","Parkinson's disease risk genes act in glia to control neuronal α-synuclein toxicity","Olsen AL, Feany MB.","Neurobiol Dis. 2021 Nov;159:105482. doi: 10.1016/j.nbd.2021.105482. Epub 2021 Aug 11.","Olsen AL","Neurobiol Dis","2021","2021/08/14","PMC8502212","NIHMS1735986","10.1016/j.nbd.2021.105482"
"24252572","The unfolded protein response is activated in disease-affected brain regions in progressive supranuclear palsy and Alzheimer's disease","Stutzbach LD, Xie SX, Naj AC, Albin R, Gilman S; PSP Genetics Study Group, Lee VM, Trojanowski JQ, Devlin B, Schellenberg GD.","Acta Neuropathol Commun. 2013 Jul 6;1:31. doi: 10.1186/2051-5960-1-31.","Stutzbach LD","Acta Neuropathol Commun","2013","2013/11/21","PMC3893579","","10.1186/2051-5960-1-31"
"18414858","Concomitant noncontiguous level (thoracic & lumbar) spinal stenosis","Gupta A, Dave B, Nanda A, Modi H.","Int Orthop. 2009 Apr;33(2):483-8. doi: 10.1007/s00264-008-0545-8. Epub 2008 Apr 15.","Gupta A","Int Orthop","2009","2008/04/17","PMC2899044","","10.1007/s00264-008-0545-8"
"15468994","Role of skin-lined tracheotomy in obstructive sleep apnoea syndrome: personal experience","Campanini A, De Vito A, Frassineti S, Vicini C.","Acta Otorhinolaryngol Ital. 2004 Apr;24(2):68-74.","Campanini A","Acta Otorhinolaryngol Ital","2004","2004/10/08","","",""
"31267315","Does SCFD1 rs10139154 Polymorphism Decrease Alzheimer's Disease Risk?","Stamati P, Siokas V, Aloizou AM, Karampinis E, Arseniou S, Rakitskii VN, Tsatsakis A, Spandidos DA, Gozes I, Mitsias PD, Bogdanos DP, Hadjigeorgiou GM, Dardiotis E.","J Mol Neurosci. 2019 Oct;69(2):343-350. doi: 10.1007/s12031-019-01363-3. Epub 2019 Jul 2.","Stamati P","J Mol Neurosci","2019","2019/07/04","","","10.1007/s12031-019-01363-3"
"26335643","Appoptosin-Mediated Caspase Cleavage of Tau Contributes to Progressive Supranuclear Palsy Pathogenesis","Zhao Y, Tseng IC, Heyser CJ, Rockenstein E, Mante M, Adame A, Zheng Q, Huang T, Wang X, Arslan PE, Chakrabarty P, Wu C, Bu G, Mobley WC, Zhang YW, St George-Hyslop P, Masliah E, Fraser P, Xu H.","Neuron. 2015 Sep 2;87(5):963-75. doi: 10.1016/j.neuron.2015.08.020.","Zhao Y","Neuron","2015","2015/09/04","PMC4575284","NIHMS717322","10.1016/j.neuron.2015.08.020"
"35197626","TDP-43 represses cryptic exon inclusion in the FTD-ALS gene UNC13A","Ma XR, Prudencio M, Koike Y, Vatsavayai SC, Kim G, Harbinski F, Briner A, Rodriguez CM, Guo C, Akiyama T, Schmidt HB, Cummings BB, Wyatt DW, Kurylo K, Miller G, Mekhoubad S, Sallee N, Mekonnen G, Ganser L, Rubien JD, Jansen-West K, Cook CN, Pickles S, Oskarsson B, Graff-Radford NR, Boeve BF, Knopman DS, Petersen RC, Dickson DW, Shorter J, Myong S, Green EM, Seeley WW, Petrucelli L, Gitler AD.","Nature. 2022 Mar;603(7899):124-130. doi: 10.1038/s41586-022-04424-7. Epub 2022 Feb 23.","Ma XR","Nature","2022","2022/02/24","","","10.1038/s41586-022-04424-7"
"20418776","JNK3 mediates paraquat- and rotenone-induced dopaminergic neuron death","Choi WS, Abel G, Klintworth H, Flavell RA, Xia Z.","J Neuropathol Exp Neurol. 2010 May;69(5):511-20. doi: 10.1097/NEN.0b013e3181db8100.","Choi WS","J Neuropathol Exp Neurol","2010","2010/04/27","PMC3061491","NIHMS259780","10.1097/NEN.0b013e3181db8100"
"32250317","Substantia Nigra Volume Dissociates Bradykinesia and Rigidity from Tremor in Parkinson's Disease: A 7 Tesla Imaging Study","Poston KL, Ua Cruadhlaoich MAI, Santoso LF, Bernstein JD, Liu T, Wang Y, Rutt B, Kerchner GA, Zeineh MM.","J Parkinsons Dis. 2020;10(2):591-604. doi: 10.3233/JPD-191890.","Poston KL","J Parkinsons Dis","2020","2020/04/07","PMC7242837","","10.3233/JPD-191890"
"21188408","Summary of cerebrospinal fluid routine parameters in neurodegenerative diseases","Jesse S, Brettschneider J, Süssmuth SD, Landwehrmeyer BG, von Arnim CA, Ludolph AC, Tumani H, Otto M.","J Neurol. 2011 Jun;258(6):1034-41. doi: 10.1007/s00415-010-5876-x. Epub 2010 Dec 25.","Jesse S","J Neurol","2011","2010/12/29","PMC3101362","","10.1007/s00415-010-5876-x"
"29419747","Voluntary Physical Exercise Improves Subsequent Motor and Cognitive Impairments in a Rat Model of Parkinson's Disease","Hsueh SC, Chen KY, Lai JH, Wu CC, Yu YW, Luo Y, Hsieh TH, Chiang YH.","Int J Mol Sci. 2018 Feb 8;19(2):508. doi: 10.3390/ijms19020508.","Hsueh SC","Int J Mol Sci","2018","2018/02/09","PMC5855730","","10.3390/ijms19020508"
"35196023","Genome-wide study of DNA methylation shows alterations in metabolic, inflammatory, and cholesterol pathways in ALS","Hop PJ, Zwamborn RAJ, Hannon E, Shireby GL, Nabais MF, Walker EM, van Rheenen W, van Vugt JJFA, Dekker AM, Westeneng HJ, Tazelaar GHP, van Eijk KR, Moisse M, Baird D, Al Khleifat A, Iacoangeli A, Ticozzi N, Ratti A, Cooper-Knock J, Morrison KE, Shaw PJ, Basak AN, Chiò A, Calvo A, Moglia C, Canosa A, Brunetti M, Grassano M, Gotkine M, Lerner Y, Zabari M, Vourc'h P, Corcia P, Couratier P, Mora Pardina JS, Salas T, Dion P, Ross JP, Henderson RD, Mathers S, McCombe PA, Needham M, Nicholson G, Rowe DB, Pamphlett R, Mather KA, Sachdev PS, Furlong S, Garton FC, Henders AK, Lin T, Ngo ST, Steyn FJ, Wallace L, Williams KL; BIOS Consortium; Brain MEND Consortium, Neto MM, Cauchi RJ, Blair IP, Kiernan MC, Drory V, Povedano M, de Carvalho M, Pinto S, Weber M, Rouleau GA, Silani V, Landers JE, Shaw CE, Andersen PM, McRae AF, van Es MA, Pasterkamp RJ, Wray NR, McLaughlin RL, Hardiman O, Kenna KP, Tsai E, Runz H, Al-Chalabi A, van den Berg LH, Van Damme P, Mill J, Veldink JH, Heijmans BT, T Hoen PAC, van Meurs J, Jansen R, Franke L, Boomsma DI, Pool R, van Dongen J, Hottenga JJ, van Greevenbroek MMJ, Stehouwer CDA, van der Kallen CJH, Schalkwijk CG, Wijmenga C, Franke L, et al.","Sci Transl Med. 2022 Feb 23;14(633):eabj0264. doi: 10.1126/scitranslmed.abj0264. Epub 2022 Feb 23.","Hop PJ","Sci Transl Med","2022","2022/02/23","","","10.1126/scitranslmed.abj0264"
"31812845","One‑carbon metabolism factor MTHFR variant is associated with saccade latency in Spinocerebellar Ataxia type 2","Almaguer-Mederos LE, Jorge-Sainz Y, Almaguer-Gotay D, Aguilera-Rodríguez R, Rodríguez-Labrada R, Velázquez-Pérez L, González-Zaldívar Y, Cuello-Almarales D, Vázquez-Mojena Y, Canales-Ochoa N, Aguiar-Santiago J, Auburger G, MacLeod P.","J Neurol Sci. 2020 Feb 15;409:116586. doi: 10.1016/j.jns.2019.116586. Epub 2019 Nov 22.","Almaguer-Mederos LE","J Neurol Sci","2020","2019/12/09","","","10.1016/j.jns.2019.116586"
"29651456","Systematic reconstruction of autism biology from massive genetic mutation profiles","Luo W, Zhang C, Jiang YH, Brouwer CR.","Sci Adv. 2018 Apr 11;4(4):e1701799. doi: 10.1126/sciadv.1701799. eCollection 2018 Apr.","Luo W","Sci Adv","2018","2018/04/14","PMC5895441","","10.1126/sciadv.1701799"
"28838325","A study on the safety and efficacy of reveglucosidase alfa in patients with late-onset Pompe disease","Byrne BJ, Geberhiwot T, Barshop BA, Barohn R, Hughes D, Bratkovic D, Desnuelle C, Laforet P, Mengel E, Roberts M, Haroldsen P, Reilley K, Jayaram K, Yang K, Walsh L; POM-001/002 Investigators.","Orphanet J Rare Dis. 2017 Aug 24;12(1):144. doi: 10.1186/s13023-017-0693-2.","Byrne BJ","Orphanet J Rare Dis","2017","2017/08/26","PMC5571484","","10.1186/s13023-017-0693-2"
"30078232","Abrogation of the Circadian Nuclear Receptor REV-ERBα Exacerbates 6-Hydroxydopamine-Induced Dopaminergic Neurodegeneration","Kim J, Jang S, Choi M, Chung S, Choe Y, Choe HK, Son GH, Rhee K, Kim K.","Mol Cells. 2018 Aug 31;41(8):742-752. doi: 10.14348/molcells.2018.0201. Epub 2018 Jul 30.","Kim J","Mol Cells","2018","2018/08/06","PMC6125424","","10.14348/molcells.2018.0201"
"30089514","Joint genome-wide association study of progressive supranuclear palsy identifies novel susceptibility loci and genetic correlation to neurodegenerative diseases","Chen JA, Chen Z, Won H, Huang AY, Lowe JK, Wojta K, Yokoyama JS, Bensimon G, Leigh PN, Payan C, Shatunov A, Jones AR, Lewis CM, Deloukas P, Amouyel P, Tzourio C, Dartigues JF, Ludolph A, Boxer AL, Bronstein JM, Al-Chalabi A, Geschwind DH, Coppola G.","Mol Neurodegener. 2018 Aug 8;13(1):41. doi: 10.1186/s13024-018-0270-8.","Chen JA","Mol Neurodegener","2018","2018/08/10","PMC6083608","","10.1186/s13024-018-0270-8"
"11529246","Subthalamic GAD gene transfer in Parkinson disease patients who are candidates for deep brain stimulation","During MJ, Kaplitt MG, Stern MB, Eidelberg D.","Hum Gene Ther. 2001 Aug 10;12(12):1589-91.","During MJ","Hum Gene Ther","2001","2001/09/01","","",""
"30659505","Atypical Auditory Brainstem Response and Protein Expression Aberrations Related to ASD and Hearing Loss in the Adnp Haploinsufficient Mouse Brain","Hacohen-Kleiman G, Yizhar-Barnea O, Touloumi O, Lagoudaki R, Avraham KB, Grigoriadis N, Gozes I.","Neurochem Res. 2019 Jun;44(6):1494-1507. doi: 10.1007/s11064-019-02723-6. Epub 2019 Jan 18.","Hacohen-Kleiman G","Neurochem Res","2019","2019/01/20","","","10.1007/s11064-019-02723-6"
